"","states2","states3","states4"
"1123",2,2,3
"1124",2,2,3
"1125",2,2,4
"1126",1,1,1
"1127",1,1,1
"1128",1,1,1
"1129",1,3,2
"1130",1,3,2
"1131",1,3,2
"1132",2,2,3
"1133",2,2,3
"1134",2,2,4
"1135",2,2,4
"1136",2,2,4
"1137",2,2,4
"1138",2,2,4
"1139",2,2,4
"1140",2,2,4
"1141",1,1,1
"1142",1,1,1
"1143",1,1,1
"1144",1,2,4
"1145",1,1,1
"1146",1,1,1
"1147",1,1,1
"1148",1,1,1
"1149",1,1,1
"1150",1,1,1
"1151",1,1,1
"1152",1,1,1
"1153",1,1,2
"1154",1,1,4
"1155",1,1,4
"1156",1,3,2
"1157",1,3,2
"1158",2,2,3
"1159",2,2,3
"1160",2,2,3
"1161",2,2,3
"1162",2,2,3
"1163",2,2,3
"1164",2,2,4
"1165",2,2,4
"1166",2,2,4
"1167",2,2,4
"1168",2,2,4
"1169",2,2,4
"1170",2,1,1
"1171",2,1,1
"1172",2,2,3
"1173",2,2,4
"1174",2,1,1
"1175",2,2,3
"1176",2,2,3
"1177",2,2,4
"1178",1,1,1
"1179",1,1,4
"1180",1,1,4
"1181",1,1,1
"1182",1,1,1
"1183",1,3,2
"1184",1,3,2
"1185",1,3,2
"1186",1,3,2
"1187",1,3,2
"1188",1,3,2
"1189",1,3,2
"1190",1,3,2
"1191",1,3,2
"1192",1,2,4
"1193",1,2,4
"1194",1,1,1
"1195",1,1,1
"1196",1,3,1
"1197",1,3,2
"1198",1,3,2
"1199",1,3,2
"1200",1,3,2
"1201",1,3,2
"1202",1,3,2
"1203",2,2,4
"1204",2,2,4
"1205",2,2,4
"1206",2,1,4
"1207",1,3,1
"1208",1,3,1
"1209",2,2,3
"1210",2,2,4
"1211",1,1,1
"1212",1,1,1
"1213",1,1,4
"1214",1,1,1
"1215",1,1,1
"1216",1,1,1
"1217",1,1,1
"1218",1,1,1
"1219",1,1,1
"1220",1,1,1
"1221",1,1,1
"1222",1,1,1
"1223",1,1,1
"1224",1,3,1
"1225",1,3,1
"1226",1,3,1
"1227",1,3,1
"1228",2,2,1
"1229",2,2,3
"1230",2,2,3
"1231",2,2,3
"1232",2,2,3
"1233",2,2,3
"1234",2,2,3
"1235",2,2,3
"1236",2,2,3
"1237",2,2,3
"1238",2,2,4
"1239",2,2,4
"1240",2,1,4
"1241",1,1,1
"1242",1,1,1
"1243",1,1,1
"1244",1,1,1
"1245",1,1,1
"1246",1,1,4
"1247",1,1,4
"1248",1,1,1
"1249",1,1,1
"1250",1,1,1
"1251",1,1,1
"1252",1,1,1
"1253",1,1,1
"1254",1,1,4
"1255",1,1,4
"1256",1,1,1
"1257",1,1,1
"1258",1,1,1
"1259",1,1,1
"1260",1,1,1
"1261",2,2,4
"1262",2,2,4
"1263",2,2,4
"1264",2,2,4
"1265",2,1,4
"1266",1,1,1
"1267",1,1,1
"1268",1,1,1
"1269",1,1,1
"1270",1,1,4
"1271",1,1,4
"1272",1,1,1
"1273",1,3,2
"1274",1,3,2
